nazev,id_simulace,id_atribut_sada,scenar_nazev,cas_startu,vitez_simulace,pocet_kol,poznamka
Válečník_vs_Bojovník,61,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,62,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,63,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,64,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,65,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,66,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,67,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,68,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,69,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,70,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,71,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,72,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,73,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,74,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,75,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,76,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,77,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,78,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,79,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,80,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,81,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,82,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,83,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,9,
Válečník_vs_Bojovník,84,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,85,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,86,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,87,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,88,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,89,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,90,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,91,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,92,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,93,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,94,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,95,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,96,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,97,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,98,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,8,
Válečník_vs_Bojovník,99,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,100,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,101,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,8,
Válečník_vs_Bojovník,102,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,103,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,104,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,105,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,8,
Válečník_vs_Bojovník,106,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,107,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,108,zaklad,rovina,2025-07-05 22:37:29,Hráč 2,4,
Válečník_vs_Bojovník,109,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,110,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,111,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,112,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,113,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,114,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,115,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,116,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,117,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,118,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,119,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,120,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,121,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,122,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,123,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,124,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,125,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,126,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,127,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,128,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,129,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,130,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,131,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,132,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,133,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,134,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,135,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,8,
Válečník_vs_Bojovník,136,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,137,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,138,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,139,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,140,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,141,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,142,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,143,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,144,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,145,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,146,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,147,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,148,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,149,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,150,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,10,
Válečník_vs_Bojovník,151,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,152,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,153,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,154,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,155,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,156,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,157,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,158,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,159,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,160,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,161,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,162,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,163,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,164,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,165,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,166,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,167,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,168,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,9,
Válečník_vs_Bojovník,169,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,170,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,171,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,172,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,173,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,174,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,175,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,176,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,177,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,178,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,179,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,180,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,181,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,8,
Válečník_vs_Bojovník,182,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,183,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,184,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,185,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,186,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,187,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,188,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,189,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,190,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,191,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,192,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,193,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,194,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,195,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,196,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,197,zaklad,rovina,2025-07-05 22:37:29,Hráč 2,5,
Válečník_vs_Bojovník,198,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,199,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,200,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,201,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,202,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,203,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,204,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,205,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,206,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,207,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,208,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,209,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,210,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,211,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,212,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,213,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,8,
Válečník_vs_Bojovník,214,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,215,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,216,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,217,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,218,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,219,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,220,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,221,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,222,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,223,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,224,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,225,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,226,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,227,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,228,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,229,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,230,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,8,
Válečník_vs_Bojovník,231,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,232,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,233,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,234,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,235,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,236,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,237,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,238,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,239,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,240,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,241,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,242,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,243,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,244,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,10,
Válečník_vs_Bojovník,245,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,246,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,247,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,248,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,249,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,250,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,251,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,252,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,253,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,254,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,255,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,256,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,257,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,258,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,8,
Válečník_vs_Bojovník,259,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,260,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,261,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,262,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,9,
Válečník_vs_Bojovník,263,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,4,
Válečník_vs_Bojovník,264,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,265,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,6,
Válečník_vs_Bojovník,266,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,5,
Válečník_vs_Bojovník,267,zaklad,rovina,2025-07-05 22:37:29,Hráč 1,7,
Válečník_vs_Bojovník,268,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,5,
Válečník_vs_Bojovník,269,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,6,
Válečník_vs_Bojovník,270,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,5,
Válečník_vs_Bojovník,271,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,7,
Válečník_vs_Bojovník,272,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,5,
Válečník_vs_Bojovník,273,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,5,
Válečník_vs_Bojovník,274,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,6,
Válečník_vs_Bojovník,275,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,4,
Válečník_vs_Bojovník,276,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,7,
Válečník_vs_Bojovník,277,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,6,
Válečník_vs_Bojovník,278,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,4,
Válečník_vs_Bojovník,279,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,5,
Válečník_vs_Bojovník,280,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,5,
Válečník_vs_Bojovník,281,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,4,
Válečník_vs_Bojovník,282,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,5,
Válečník_vs_Bojovník,283,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,6,
Válečník_vs_Bojovník,284,zaklad,rovina,2025-07-05 22:37:30,Hráč 2,6,
Válečník_vs_Bojovník,285,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,5,
Válečník_vs_Bojovník,286,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,6,
Válečník_vs_Bojovník,287,zaklad,rovina,2025-07-05 22:37:30,Hráč 2,7,
Válečník_vs_Bojovník,288,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,4,
Válečník_vs_Bojovník,289,zaklad,rovina,2025-07-05 22:37:30,Hráč 1,6,
