nazev;id_atribut_sada;scenar_nazev;typ;Průměrná_délka_života_kol;Medián_délka_života_kol;Min_délka_života_kol;Max_délka_života_kol;Směrodatná_odchylka_délky_života_kol;Počet_úmrtí;Zpusobene_poskozeni__mean;Zpusobene_poskozeni__median;Zpusobene_poskozeni__min;Zpusobene_poskozeni__max;Zpusobene_poskozeni__std;Prijate_poskozeni__mean;Prijate_poskozeni__median;Prijate_poskozeni__min;Prijate_poskozeni__max;Prijate_poskozeni__std;Utoky__mean;Utoky__median;Utoky__min;Utoky__max;Utoky__std;protiUtoky__mean;protiUtoky__median;protiUtoky__min;protiUtoky__max;protiUtoky__std;Kriticke_zasahy__mean;Kriticke_zasahy__median;Kriticke_zasahy__min;Kriticke_zasahy__max;Kriticke_zasahy__std;Uhyby__mean;Uhyby__median;Uhyby__min;Uhyby__max;Uhyby__std
Lučištník_vs_Bojovník;boj_uhyb_0.1;hora;lucisnik;8.29;8.0;6.0;11.0;1.5;7.0;1.37;0.0;0;11;2.33;0.37;0.0;0;6;1.13;0.33;0.0;0;1;0.47;0.13;0.0;0;1;0.33;0.04;0.0;0;2;0.2;0.01;0.0;0;1;0.07
Lučištník_vs_Bojovník;boj_uhyb_0.1;rovina;bojovnik;5.67;5.5;4.0;12.0;1.76;24.0;0.77;0.0;0;6;1.58;1.46;0.0;0;11;2.86;0.22;0.0;0;1;0.42;0.0;0.0;0;0;0.0;0.02;0.0;0;1;0.15;0.06;0.0;0;2;0.26
Lučištník_vs_Bojovník;boj_uhyb_0.1;rovina;lucisnik;5.27;5.0;4.0;7.0;0.8;15.0;2.05;0.0;0;12;3.12;0.8;0.0;0;6;1.59;0.32;0.0;0;1;0.46;0.24;0.0;0;1;0.43;0.05;0.0;0;2;0.23;0.01;0.0;0;1;0.11
Lučištník_vs_Bojovník;zaklad;hora;bojovnik;8.23;8.0;4.0;18.0;2.46;317.0;0.27;0.0;0;6;0.98;0.98;0.0;0;11;1.97;0.09;0.0;0;1;0.29;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.1;0.02;0.0;0;2;0.15
Lučištník_vs_Bojovník;zaklad;hora;lucisnik;7.28;7.0;5.0;13.0;2.02;18.0;1.4;0.0;0;11;2.36;0.36;0.0;0;6;1.1;0.33;0.0;0;1;0.47;0.12;0.0;0;1;0.33;0.04;0.0;0;2;0.2;0.01;0.0;0;1;0.07
Lučištník_vs_Bojovník;zaklad;rovina;bojovnik;5.06;5.0;4.0;12.0;1.15;252.0;0.72;0.0;0;6;1.54;1.49;0.0;0;11;2.95;0.21;0.0;0;1;0.41;0.0;0.0;0;0;0.0;0.02;0.0;0;1;0.15;0.03;0.0;0;2;0.18
Lučištník_vs_Bojovník;zaklad;rovina;lucisnik;5.19;5.0;4.0;7.0;1.0;27.0;2.1;0.0;0;12;3.19;0.77;0.0;0;6;1.56;0.31;0.0;0;1;0.46;0.23;0.0;0;1;0.42;0.05;0.0;0;2;0.23;0.01;0.0;0;1;0.12
Válečník_vs_Bojovník;boj_atk_-1+1;hora;bojovnik;7.6;7.0;6.0;9.0;1.34;5.0;0.69;0.0;0;11;1.74;0.97;0.0;0;11;2.08;0.21;0.0;0;1;0.41;0.17;0.0;0;1;0.37;0.04;0.0;0;2;0.2;0.03;0.0;0;2;0.16
Válečník_vs_Bojovník;boj_atk_-1+1;hora;valecnik;8.59;8.0;5.0;22.0;3.81;22.0;1.37;0.0;0;12;2.45;0.73;0.0;0;11;1.76;0.24;0.0;0;1;0.42;0.23;0.0;0;1;0.42;0.04;0.0;0;2;0.21;0.02;0.0;0;2;0.15
Válečník_vs_Bojovník;boj_atk_-1+1;rovina;bojovnik;;;;;;;0.93;0.0;0;12;2.07;1.4;0.0;0;11;2.72;0.23;0.0;0;1;0.42;0.16;0.0;0;1;0.36;0.04;0.0;0;2;0.2;0.03;0.0;0;2;0.18
Válečník_vs_Bojovník;boj_atk_-1+1;rovina;valecnik;4.93;5.0;4.0;7.0;0.92;14.0;2.08;0.0;0;12;3.13;1.08;0.0;0;12;2.2;0.27;0.0;0;1;0.45;0.26;0.0;0;1;0.44;0.05;0.0;0;2;0.23;0.02;0.0;0;2;0.16
Válečník_vs_Bojovník;boj_def_+1;hora;bojovnik;8.6;8.0;5.0;20.0;2.69;113.0;0.84;0.0;0;9;1.7;0.89;0.0;0;10;1.71;0.3;0.0;0;1;0.46;0.27;0.0;0;1;0.44;0.05;0.0;0;2;0.23;0.03;0.0;0;2;0.19
Válečník_vs_Bojovník;boj_def_+1;hora;valecnik;10.59;10.0;6.0;24.0;4.11;51.0;1.12;0.0;0;10;1.93;0.83;0.0;0;9;1.68;0.31;0.0;0;1;0.46;0.31;0.0;0;1;0.46;0.06;0.0;0;2;0.24;0.03;0.0;0;2;0.18
Válečník_vs_Bojovník;boj_def_+1;rovina;bojovnik;5.63;5.0;4.0;12.0;1.3;158.0;1.27;0.0;0;10;2.17;1.42;0.0;0;9;2.33;0.3;0.0;0;1;0.46;0.23;0.0;0;1;0.42;0.05;0.0;0;2;0.23;0.04;0.0;0;2;0.19
Válečník_vs_Bojovník;boj_def_+1;rovina;valecnik;5.95;6.0;4.0;9.0;1.06;38.0;1.83;0.0;0;9;2.53;1.31;0.0;0;10;2.18;0.32;0.0;0;1;0.47;0.31;0.0;0;1;0.46;0.06;0.0;0;2;0.25;0.03;0.0;0;2;0.18
Válečník_vs_Bojovník;boj_hp_+3;hora;bojovnik;8.95;8.0;5.0;15.0;2.91;43.0;0.76;0.0;0;9;1.67;1.23;0.0;0;12;2.35;0.25;0.0;0;1;0.43;0.21;0.0;0;1;0.41;0.04;0.0;0;2;0.21;0.03;0.0;0;2;0.17
Válečník_vs_Bojovník;boj_hp_+3;hora;valecnik;;;;;;;1.59;0.0;0;12;2.63;0.79;0.0;0;9;1.69;0.27;0.0;0;1;0.44;0.27;0.0;0;1;0.44;0.05;0.0;0;2;0.23;0.03;0.0;0;2;0.17
Válečník_vs_Bojovník;boj_hp_+3;rovina;bojovnik;5.71;6.0;4.0;10.0;1.26;58.0;1.19;0.0;0;10;2.11;1.82;0.0;0;11;3.05;0.28;0.0;0;1;0.45;0.22;0.0;0;1;0.41;0.05;0.0;0;2;0.22;0.04;0.0;0;2;0.19
Válečník_vs_Bojovník;boj_hp_+3;rovina;valecnik;;;;;;;2.39;0.0;0;11;3.29;1.28;0.0;0;10;2.16;0.31;0.0;0;1;0.46;0.31;0.0;0;1;0.46;0.06;0.0;0;2;0.24;0.03;0.0;0;2;0.18
Válečník_vs_Bojovník;boj_minAtk_+1;hora;bojovnik;8.93;9.0;5.0;22.0;3.55;71.0;0.77;0.0;0;10;1.78;0.96;0.0;0;11;2.08;0.21;0.0;0;1;0.41;0.17;0.0;0;1;0.37;0.04;0.0;0;2;0.19;0.03;0.0;0;2;0.16
Válečník_vs_Bojovník;boj_minAtk_+1;hora;valecnik;8.29;8.0;5.0;18.0;2.67;31.0;1.36;0.0;0;12;2.45;0.83;0.0;0;10;1.85;0.23;0.0;0;1;0.42;0.23;0.0;0;1;0.42;0.04;0.0;0;2;0.21;0.02;0.0;0;2;0.15
Válečník_vs_Bojovník;boj_minAtk_+1;rovina;bojovnik;5.17;5.0;4.0;9.0;1.18;88.0;1.13;0.0;0;10;2.2;1.4;0.0;0;11;2.72;0.23;0.0;0;1;0.42;0.16;0.0;0;1;0.37;0.04;0.0;0;2;0.2;0.03;0.0;0;2;0.18
Válečník_vs_Bojovník;boj_minAtk_+1;rovina;valecnik;5.8;6.0;4.0;8.0;1.21;15.0;2.09;0.0;0;12;3.13;1.32;0.0;0;10;2.36;0.27;0.0;0;1;0.45;0.26;0.0;0;1;0.44;0.05;0.0;0;2;0.23;0.02;0.0;0;2;0.16
Válečník_vs_Bojovník;boj_rych_+1;hora;bojovnik;8.32;8.0;5.0;18.0;2.31;242.0;0.55;0.0;0;9;1.37;0.91;0.0;0;11;1.87;0.23;0.0;0;1;0.42;0.18;0.0;0;1;0.38;0.04;0.0;0;2;0.19;0.03;0.0;0;2;0.17
Válečník_vs_Bojovník;boj_rych_+1;hora;valecnik;8.93;8.0;6.0;14.0;2.21;30.0;1.25;0.0;0;11;2.21;0.59;0.0;0;9;1.41;0.24;0.0;0;1;0.43;0.25;0.0;0;1;0.43;0.05;0.0;0;2;0.22;0.02;0.0;0;2;0.15
Válečník_vs_Bojovník;boj_rych_+1;rovina;bojovnik;4.99;5.0;4.0;8.0;0.97;172.0;0.98;0.0;0;9;1.91;1.48;0.0;0;11;2.78;0.24;0.0;0;1;0.42;0.16;0.0;0;1;0.37;0.03;0.0;0;2;0.17;0.03;0.0;0;2;0.17
Válečník_vs_Bojovník;boj_rych_+1;rovina;valecnik;6.0;6.0;4.0;9.0;1.51;8.0;2.25;0.0;0;12;3.21;1.19;0.0;0;9;2.09;0.29;0.0;0;1;0.45;0.28;0.0;0;1;0.45;0.06;0.0;0;2;0.23;0.02;0.0;0;2;0.15
Válečník_vs_Bojovník;boj_uhyb_0.1;hora;bojovnik;10.6;10.5;6.0;15.0;2.76;20.0;0.65;0.0;0;9;1.57;0.96;0.0;0;11;2.05;0.22;0.0;0;1;0.41;0.17;0.0;0;1;0.38;0.04;0.0;0;2;0.2;0.05;0.0;0;2;0.23
Válečník_vs_Bojovník;boj_uhyb_0.1;hora;valecnik;8.56;8.0;5.0;12.0;2.19;9.0;1.35;0.0;0;12;2.4;0.7;0.0;0;9;1.61;0.25;0.0;0;1;0.43;0.24;0.0;0;1;0.43;0.04;0.0;0;2;0.21;0.02;0.0;0;2;0.15
Válečník_vs_Bojovník;boj_uhyb_0.1;rovina;bojovnik;5.88;6.0;4.0;9.0;1.2;16.0;1.0;0.0;0;9;1.95;1.4;0.0;0;11;2.67;0.24;0.0;0;1;0.43;0.17;0.0;0;1;0.38;0.04;0.0;0;2;0.2;0.06;0.0;0;2;0.25
Válečník_vs_Bojovník;boj_uhyb_0.1;rovina;valecnik;7.6;7.0;5.0;12.0;2.7;5.0;2.06;0.0;0;11;3.07;1.15;0.0;0;9;2.07;0.29;0.0;0;1;0.45;0.28;0.0;0;1;0.45;0.05;0.0;0;2;0.23;0.03;0.0;0;2;0.17
Válečník_vs_Bojovník;zaklad;hora;bojovnik;8.14;8.0;4.0;19.0;2.54;327.0;0.61;0.0;0;9;1.52;0.97;0.0;0;11;2.09;0.21;0.0;0;1;0.41;0.16;0.0;0;1;0.37;0.03;0.0;0;2;0.19;0.02;0.0;0;2;0.16
Válečník_vs_Bojovník;zaklad;hora;valecnik;7.75;8.0;5.0;11.0;1.59;20.0;1.39;0.0;0;12;2.46;0.68;0.0;0;9;1.59;0.24;0.0;0;1;0.43;0.23;0.0;0;1;0.42;0.04;0.0;0;2;0.21;0.02;0.0;0;2;0.15
Válečník_vs_Bojovník;zaklad;rovina;bojovnik;5.01;5.0;4.0;10.0;1.1;253.0;0.92;0.0;0;9;1.88;1.41;0.0;0;11;2.73;0.23;0.0;0;1;0.42;0.16;0.0;0;1;0.37;0.04;0.0;0;2;0.19;0.03;0.0;0;2;0.18
Válečník_vs_Bojovník;zaklad;rovina;valecnik;5.58;5.0;4.0;8.0;1.24;12.0;2.1;0.0;0;11;3.12;1.1;0.0;0;10;2.04;0.28;0.0;0;1;0.45;0.27;0.0;0;1;0.44;0.05;0.0;0;2;0.23;0.03;0.0;0;2;0.16
