nazev;id_atribut_sada;scenar_nazev;typ;Průměrná_délka_života_kol;Medián_délka_života_kol;Min_délka_života_kol;Max_délka_života_kol;Směrodatná_odchylka_délky_života_kol;Počet_úmrtí;Zpusobene_poskozeni__mean;Zpusobene_poskozeni__median;Zpusobene_poskozeni__min;Zpusobene_poskozeni__max;Zpusobene_poskozeni__std;Prijate_poskozeni__mean;Prijate_poskozeni__median;Prijate_poskozeni__min;Prijate_poskozeni__max;Prijate_poskozeni__std;Utoky__mean;Utoky__median;Utoky__min;Utoky__max;Utoky__std;protiUtoky__mean;protiUtoky__median;protiUtoky__min;protiUtoky__max;protiUtoky__std;Kriticke_zasahy__mean;Kriticke_zasahy__median;Kriticke_zasahy__min;Kriticke_zasahy__max;Kriticke_zasahy__std;Uhyby__mean;Uhyby__median;Uhyby__min;Uhyby__max;Uhyby__std
Barbar_vs_Lovec;4.rytir_barbar;hora;lovec;6.53;6.0;4.0;12.0;1.77;62.0;1.65;0.0;0;18;2.39;0.44;0.0;0;9;1.7;0.45;0.0;0;1;0.5;0.11;0.0;0;1;0.31;0.05;0.0;0;2;0.22;0.04;0.0;0;1;0.2
Barbar_vs_Lovec;4.rytir_barbar;rovina;barbar;3.9;4.0;3.0;5.0;0.74;10.0;2.11;0.0;0;28;4.6;1.68;0.0;0;14;2.79;0.27;0.0;0;1;0.44;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.16;0.05;0.0;0;2;0.23
Barbar_vs_Lovec;4.rytir_barbar;rovina;lovec;3.65;3.0;3.0;6.0;0.75;109.0;2.37;0.0;0;18;3.3;0.87;0.0;0;9;2.36;0.38;0.0;0;1;0.49;0.21;0.0;0;1;0.41;0.06;0.0;0;2;0.23;0.09;0.0;0;1;0.28
Barbar_vs_Lovec;5.;hora;barbar;7.0;7.0;3.0;13.0;2.0;128.0;0.61;0.0;0;28;2.54;1.1;0.0;0;11;1.84;0.08;0.0;0;1;0.27;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.09;0.05;0.0;0;2;0.23
Barbar_vs_Lovec;5.;hora;lovec;9.62;9.5;6.0;15.0;3.11;8.0;1.52;0.0;0;15;2.27;0.42;0.0;0;9;1.66;0.42;0.0;0;1;0.49;0.09;0.0;0;1;0.29;0.05;0.0;0;2;0.21;0.03;0.0;0;1;0.16
Barbar_vs_Lovec;5.;rovina;barbar;3.62;3.0;3.0;6.0;0.73;82.0;1.86;0.0;0;28;4.55;1.35;0.0;0;11;2.38;0.21;0.0;0;1;0.41;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.16;0.05;0.0;0;2;0.22
Barbar_vs_Lovec;5.;rovina;lovec;3.57;3.0;3.0;5.0;0.79;7.0;2.17;0.0;0;18;3.13;0.89;0.0;0;9;2.39;0.36;0.0;0;1;0.48;0.19;0.0;0;1;0.39;0.05;0.0;0;2;0.22;0.06;0.0;0;1;0.24
Barbar_vs_Lovec;6.lovec_def_-1;hora;barbar;;;;;;;0.74;0.0;0;30;2.92;1.07;0.0;0;11;1.82;0.09;0.0;0;1;0.28;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.09;0.05;0.0;0;2;0.22
Barbar_vs_Lovec;6.lovec_def_-1;hora;lovec;6.74;7.0;4.0;14.0;2.02;86.0;1.46;0.0;0;15;2.23;0.38;0.0;0;9;1.62;0.41;0.0;0;1;0.49;0.08;0.0;0;1;0.27;0.05;0.0;0;2;0.21;0.03;0.0;0;1;0.16
Barbar_vs_Lovec;6.lovec_def_-1;rovina;barbar;;;;;;;2.1;0.0;0;30;5.03;1.26;0.0;0;11;2.3;0.21;0.0;0;1;0.41;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.16;0.04;0.0;0;2;0.21
Barbar_vs_Lovec;6.lovec_def_-1;rovina;lovec;3.66;3.0;3.0;7.0;0.81;117.0;2.03;0.0;0;18;3.02;0.77;0.0;0;9;2.3;0.35;0.0;0;1;0.48;0.16;0.0;0;1;0.37;0.05;0.0;0;2;0.21;0.06;0.0;0;1;0.24
Barbar_vs_Ostrostřelec;1.zaklad;hora;barbar;4.9;5.0;3.0;10.0;1.33;157.0;0.39;0.0;0;25;2.26;1.92;0.0;0;14;2.79;0.04;0.0;0;1;0.19;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.09;0.05;0.0;0;2;0.22
Barbar_vs_Ostrostřelec;1.zaklad;hora;ostrostrelec;5.13;5.0;4.0;8.0;1.09;55.0;2.54;0.0;0;16;3.09;0.34;0.0;0;9;1.54;0.45;0.0;0;1;0.5;0.05;0.0;0;1;0.23;0.04;0.0;0;1;0.21;0.0;0.0;0;1;0.07
Barbar_vs_Ostrostřelec;1.zaklad;rovina;barbar;3.42;3.0;3.0;5.0;0.58;65.0;1.6;0.0;0;25;4.15;1.81;0.0;0;14;3.11;0.16;0.0;0;1;0.37;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.16;0.05;0.0;0;2;0.23
Barbar_vs_Ostrostřelec;1.zaklad;rovina;ostrostrelec;3.43;3.0;3.0;7.0;0.73;175.0;3.12;0.0;0;18;4.29;1.19;0.0;0;9;2.78;0.37;0.0;0;1;0.48;0.17;0.0;0;1;0.38;0.05;0.0;0;2;0.23;0.01;0.0;0;1;0.11
Barbar_vs_Ostrostřelec;2.oslabeni;hora;barbar;5.79;6.0;3.0;10.0;1.48;114.0;0.34;0.0;0;25;2.16;1.68;0.0;0;14;2.73;0.03;0.0;0;1;0.18;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.09;0.05;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;2.oslabeni;hora;ostrostrelec;6.46;6.0;4.0;11.0;1.41;56.0;2.28;0.0;0;19;3.12;0.32;0.0;0;9;1.49;0.39;0.0;0;1;0.49;0.05;0.0;0;1;0.22;0.04;0.0;0;2;0.19;0.01;0.0;0;1;0.07
Barbar_vs_Ostrostřelec;2.oslabeni;rovina;barbar;4.1;4.0;3.0;7.0;0.9;59.0;0.88;0.0;0;25;3.25;1.94;0.0;0;14;3.02;0.08;0.0;0;1;0.28;0.0;0.0;0;0;0.0;0.02;0.0;0;1;0.12;0.05;0.0;0;2;0.22
Barbar_vs_Ostrostřelec;2.oslabeni;rovina;ostrostrelec;4.78;5.0;3.0;9.0;0.87;134.0;2.79;0.0;0;17;3.61;0.66;0.0;0;9;2.15;0.4;0.0;0;1;0.49;0.1;0.0;0;1;0.3;0.04;0.0;0;2;0.2;0.01;0.0;0;1;0.1
Barbar_vs_Ostrostřelec;3.posileni_barbar_lovec;hora;barbar;5.0;5.0;5.0;5.0;;1.0;0.4;0.0;0;25;2.38;1.66;0.0;0;14;2.72;0.04;0.0;0;1;0.18;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.09;0.04;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;3.posileni_barbar_lovec;hora;ostrostrelec;6.33;6.0;4.0;10.0;1.42;30.0;2.25;0.0;0;19;3.09;0.34;0.0;0;9;1.61;0.39;0.0;0;1;0.49;0.05;0.0;0;1;0.21;0.04;0.0;0;2;0.19;0.0;0.0;0;1;0.07
Barbar_vs_Ostrostřelec;3.posileni_barbar_lovec;rovina;barbar;;;;;;;1.03;0.0;0;25;3.51;1.9;0.0;0;14;2.99;0.09;0.0;0;1;0.29;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.11;0.05;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;3.posileni_barbar_lovec;rovina;ostrostrelec;4.83;5.0;4.0;9.0;1.04;76.0;2.71;0.0;0;17;3.55;0.65;0.0;0;9;2.26;0.4;0.0;0;1;0.49;0.08;0.0;0;1;0.28;0.04;0.0;0;1;0.19;0.01;0.0;0;1;0.09
Barbar_vs_Ostrostřelec;4.rytir_barbar;hora;barbar;;;;;;;0.47;0.0;0;30;2.53;1.65;0.0;0;14;2.7;0.04;0.0;0;1;0.2;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.09;0.04;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;4.rytir_barbar;hora;ostrostrelec;5.86;6.0;4.0;8.0;1.17;14.0;2.22;0.0;0;19;3.06;0.26;0.0;0;9;1.35;0.39;0.0;0;1;0.49;0.04;0.0;0;1;0.2;0.04;0.0;0;2;0.19;0.0;0.0;0;1;0.06
Barbar_vs_Ostrostřelec;4.rytir_barbar;rovina;barbar;;;;;;;1.13;0.0;0;30;3.73;1.86;0.0;0;14;2.96;0.1;0.0;0;1;0.3;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.11;0.04;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;4.rytir_barbar;rovina;ostrostrelec;;;;;;;2.64;0.0;0;17;3.49;0.49;0.0;0;9;1.87;0.4;0.0;0;1;0.49;0.07;0.0;0;1;0.26;0.04;0.0;0;1;0.19;0.01;0.0;0;1;0.09
Barbar_vs_Ostrostřelec;5.;hora;barbar;5.08;5.0;3.0;10.0;1.32;168.0;0.29;0.0;0;30;2.03;1.32;0.0;0;10;2.48;0.02;0.0;0;1;0.15;0.0;0.0;0;0;0.0;0.0;0.0;0;1;0.07;0.04;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;5.;hora;ostrostrelec;;;;;;;2.01;0.0;0;16;2.96;0.18;0.0;0;9;1.11;0.36;0.0;0;1;0.48;0.03;0.0;0;1;0.16;0.03;0.0;0;1;0.18;0.0;0.0;0;1;0.05
Barbar_vs_Ostrostřelec;5.;rovina;barbar;3.93;4.0;3.0;8.0;0.99;208.0;0.8;0.0;0;30;3.21;1.49;0.0;0;11;2.69;0.07;0.0;0;1;0.25;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.1;0.04;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;5.;rovina;ostrostrelec;;;;;;;2.38;0.0;0;16;3.28;0.36;0.0;0;9;1.62;0.37;0.0;0;1;0.48;0.05;0.0;0;1;0.22;0.03;0.0;0;1;0.18;0.0;0.0;0;1;0.07
Barbar_vs_Ostrostřelec;6.lovec_def_-1;hora;barbar;;;;;;;0.29;0.0;0;30;2.03;1.32;0.0;0;10;2.48;0.02;0.0;0;1;0.15;0.0;0.0;0;0;0.0;0.0;0.0;0;1;0.07;0.04;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;6.lovec_def_-1;hora;ostrostrelec;;;;;;;2.01;0.0;0;16;2.96;0.18;0.0;0;9;1.11;0.36;0.0;0;1;0.48;0.03;0.0;0;1;0.16;0.03;0.0;0;1;0.18;0.0;0.0;0;1;0.05
Barbar_vs_Ostrostřelec;6.lovec_def_-1;rovina;barbar;;;;;;;0.8;0.0;0;30;3.21;1.49;0.0;0;11;2.69;0.07;0.0;0;1;0.25;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.1;0.04;0.0;0;2;0.21
Barbar_vs_Ostrostřelec;6.lovec_def_-1;rovina;ostrostrelec;;;;;;;2.38;0.0;0;16;3.28;0.36;0.0;0;9;1.62;0.37;0.0;0;1;0.48;0.05;0.0;0;1;0.22;0.03;0.0;0;1;0.18;0.0;0.0;0;1;0.07
Lučištník_vs_Barbar;1.zaklad;hora;barbar;7.84;7.0;4.0;15.0;2.45;116.0;1.54;0.0;0;22;3.45;1.25;0.0;0;11;2.21;0.21;0.0;0;1;0.41;0.0;0.0;0;0;0.0;0.02;0.0;0;1;0.14;0.05;0.0;0;2;0.22
Lučištník_vs_Barbar;1.zaklad;hora;lucisnik;6.1;6.0;3.0;15.0;2.24;52.0;1.26;0.0;0;11;2.29;0.77;0.0;0;9;2.14;0.3;0.0;0;1;0.46;0.14;0.0;0;1;0.34;0.04;0.0;0;2;0.2;0.01;0.0;0;1;0.11
Lučištník_vs_Barbar;1.zaklad;rovina;barbar;5.1;5.0;4.0;12.0;1.46;61.0;2.5;0.0;0;22;4.29;1.71;0.0;0;11;2.83;0.32;0.0;0;1;0.47;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.18;0.05;0.0;0;2;0.22
Lučištník_vs_Barbar;1.zaklad;rovina;lucisnik;4.32;4.0;3.0;6.0;0.75;19.0;1.59;0.0;0;11;2.96;1.28;0.0;0;9;2.77;0.22;0.0;0;1;0.41;0.2;0.0;0;1;0.4;0.04;0.0;0;2;0.19;0.02;0.0;0;1;0.14
Lučištník_vs_Barbar;2.oslabeni;hora;barbar;8.72;8.0;4.0;14.0;2.25;102.0;1.29;0.0;0;22;3.17;1.22;0.0;0;11;2.18;0.18;0.0;0;1;0.39;0.0;0.0;0;0;0.0;0.02;0.0;0;1;0.13;0.05;0.0;0;2;0.21
Lučištník_vs_Barbar;2.oslabeni;hora;lucisnik;8.21;7.5;5.0;15.0;2.58;58.0;1.25;0.0;0;11;2.27;0.68;0.0;0;9;2.02;0.31;0.0;0;1;0.46;0.12;0.0;0;1;0.32;0.04;0.0;0;2;0.2;0.01;0.0;0;1;0.09
Lučištník_vs_Barbar;2.oslabeni;rovina;barbar;5.46;5.0;4.0;9.0;1.24;37.0;2.4;0.0;0;22;4.22;1.63;0.0;0;11;2.78;0.31;0.0;0;1;0.46;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.18;0.05;0.0;0;2;0.22
Lučištník_vs_Barbar;2.oslabeni;rovina;lucisnik;4.83;5.0;3.0;6.0;0.92;18.0;1.49;0.0;0;11;2.9;1.21;0.0;0;9;2.7;0.21;0.0;0;1;0.41;0.19;0.0;0;1;0.39;0.04;0.0;0;2;0.2;0.02;0.0;0;1;0.13
Lučištník_vs_Barbar;3.posileni_barbar_lovec;hora;barbar;7.5;7.5;4.0;12.0;2.31;14.0;1.48;0.0;0;22;3.57;1.21;0.0;0;11;2.19;0.18;0.0;0;1;0.38;0.0;0.0;0;0;0.0;0.02;0.0;0;1;0.13;0.05;0.0;0;2;0.21
Lučištník_vs_Barbar;3.posileni_barbar_lovec;hora;lucisnik;9.8;9.0;8.0;14.0;2.2;10.0;1.24;0.0;0;11;2.27;0.76;0.0;0;9;2.27;0.3;0.0;0;1;0.46;0.11;0.0;0;1;0.32;0.04;0.0;0;2;0.2;0.01;0.0;0;1;0.09
Lučištník_vs_Barbar;3.posileni_barbar_lovec;rovina;barbar;4.67;5.0;4.0;5.0;0.49;12.0;2.72;0.0;0;22;4.68;1.64;0.0;0;11;2.8;0.31;0.0;0;1;0.46;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.17;0.05;0.0;0;2;0.22
Lučištník_vs_Barbar;3.posileni_barbar_lovec;rovina;lucisnik;;;;;;;1.51;0.0;0;11;2.91;1.39;0.0;0;9;3.05;0.21;0.0;0;1;0.41;0.19;0.0;0;1;0.39;0.04;0.0;0;2;0.2;0.02;0.0;0;1;0.13
Lučištník_vs_Barbar;4.rytir_barbar;hora;barbar;7.75;8.0;5.0;10.0;2.06;4.0;1.43;0.0;0;28;3.68;1.13;0.0;0;11;2.07;0.17;0.0;0;1;0.38;0.0;0.0;0;0;0.0;0.02;0.0;0;1;0.13;0.04;0.0;0;2;0.2
Lučištník_vs_Barbar;4.rytir_barbar;hora;lucisnik;6.16;5.0;3.0;11.0;2.14;67.0;1.12;0.0;0;11;2.13;0.58;0.0;0;9;1.93;0.29;0.0;0;1;0.45;0.1;0.0;0;1;0.3;0.04;0.0;0;2;0.19;0.01;0.0;0;1;0.09
Lučištník_vs_Barbar;4.rytir_barbar;rovina;barbar;4.75;5.0;4.0;5.0;0.5;4.0;2.51;0.0;0;28;4.7;1.42;0.0;0;11;2.59;0.29;0.0;0;1;0.45;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.16;0.04;0.0;0;2;0.21
Lučištník_vs_Barbar;4.rytir_barbar;rovina;lucisnik;3.94;4.0;3.0;9.0;1.06;125.0;1.19;0.0;0;11;2.65;0.94;0.0;0;9;2.44;0.17;0.0;0;1;0.38;0.15;0.0;0;1;0.36;0.03;0.0;0;2;0.17;0.02;0.0;0;1;0.13
Lučištník_vs_Barbar;5.;hora;barbar;7.74;7.0;4.0;16.0;2.37;129.0;1.16;0.0;0;28;3.38;0.97;0.0;0;11;1.95;0.14;0.0;0;1;0.35;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.11;0.04;0.0;0;2;0.2
Lučištník_vs_Barbar;5.;hora;lucisnik;;;;;;;1.11;0.0;0;11;2.11;0.55;0.0;0;9;1.89;0.29;0.0;0;1;0.45;0.09;0.0;0;1;0.29;0.04;0.0;0;2;0.19;0.01;0.0;0;1;0.08
Lučištník_vs_Barbar;5.;rovina;barbar;5.01;5.0;4.0;9.0;0.97;92.0;2.25;0.0;0;28;4.54;1.27;0.0;0;11;2.51;0.26;0.0;0;1;0.44;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.16;0.04;0.0;0;2;0.21
Lučištník_vs_Barbar;5.;rovina;lucisnik;;;;;;;1.26;0.0;0;11;2.63;0.9;0.0;0;9;2.39;0.19;0.0;0;1;0.4;0.15;0.0;0;1;0.35;0.03;0.0;0;2;0.17;0.02;0.0;0;1;0.12
Lučištník_vs_Barbar;6.lovec_def_-1;hora;barbar;;;;;;;1.16;0.0;0;28;3.38;0.97;0.0;0;11;1.95;0.14;0.0;0;1;0.35;0.0;0.0;0;0;0.0;0.01;0.0;0;1;0.11;0.04;0.0;0;2;0.2
Lučištník_vs_Barbar;6.lovec_def_-1;hora;lucisnik;;;;;;;1.11;0.0;0;11;2.11;0.55;0.0;0;9;1.89;0.29;0.0;0;1;0.45;0.09;0.0;0;1;0.29;0.04;0.0;0;2;0.19;0.01;0.0;0;1;0.08
Lučištník_vs_Barbar;6.lovec_def_-1;rovina;barbar;;;;;;;2.25;0.0;0;28;4.54;1.27;0.0;0;11;2.51;0.26;0.0;0;1;0.44;0.0;0.0;0;0;0.0;0.03;0.0;0;1;0.16;0.04;0.0;0;2;0.21
Lučištník_vs_Barbar;6.lovec_def_-1;rovina;lucisnik;;;;;;;1.26;0.0;0;11;2.63;0.9;0.0;0;9;2.39;0.19;0.0;0;1;0.4;0.15;0.0;0;1;0.35;0.03;0.0;0;2;0.17;0.02;0.0;0;1;0.12
Lučištník_vs_Lovec;1.zaklad;hora;lovec;4.71;5.0;3.0;9.0;1.32;146.0;1.33;0.0;0;15;2.44;1.34;0.0;0;11;2.59;0.26;0.0;0;1;0.44;0.12;0.0;0;1;0.33;0.03;0.0;0;2;0.18;0.11;0.0;0;2;0.33
Lučištník_vs_Lovec;1.zaklad;hora;lucisnik;4.96;5.0;3.0;9.0;1.26;133.0;1.7;0.0;0;13;3.0;0.89;0.0;0;9;1.76;0.23;0.0;0;1;0.42;0.24;0.0;0;1;0.43;0.04;0.0;0;2;0.21;0.02;0.0;0;2;0.14
Lučištník_vs_Lovec;1.zaklad;rovina;lovec;3.55;3.0;3.0;6.0;0.79;106.0;1.93;0.0;0;15;2.95;1.7;0.0;0;11;2.84;0.32;0.0;0;1;0.46;0.14;0.0;0;1;0.35;0.04;0.0;0;1;0.21;0.11;0.0;0;2;0.32
Lučištník_vs_Lovec;1.zaklad;rovina;lucisnik;3.49;3.0;2.0;6.0;0.86;166.0;1.95;0.0;0;14;3.19;1.1;0.0;0;9;1.97;0.19;0.0;0;1;0.39;0.26;0.0;0;1;0.44;0.04;0.0;0;2;0.2;0.03;0.0;0;2;0.16
Lučištník_vs_Lovec;2.oslabeni;hora;lovec;4.84;5.0;3.0;11.0;1.64;63.0;1.68;0.0;0;18;2.89;1.26;0.0;0;11;2.43;0.26;0.0;0;1;0.44;0.22;0.0;0;1;0.41;0.05;0.0;0;2;0.21;0.12;0.0;0;2;0.35
Lučištník_vs_Lovec;2.oslabeni;hora;lucisnik;4.68;4.0;3.0;10.0;1.38;132.0;1.47;0.0;0;13;2.77;1.07;0.0;0;9;2.18;0.19;0.0;0;1;0.39;0.23;0.0;0;1;0.42;0.03;0.0;0;2;0.18;0.03;0.0;0;2;0.16
Lučištník_vs_Lovec;2.oslabeni;rovina;lovec;3.59;4.0;3.0;5.0;0.58;46.0;2.32;0.0;0;16;3.32;1.57;0.0;0;11;2.6;0.32;0.0;0;1;0.47;0.22;0.0;0;1;0.42;0.06;0.0;0;2;0.23;0.12;0.0;0;2;0.34
Lučištník_vs_Lovec;2.oslabeni;rovina;lucisnik;3.4;3.0;2.0;6.0;0.8;72.0;1.59;0.0;0;13;2.84;1.29;0.0;0;9;2.35;0.14;0.0;0;1;0.34;0.26;0.0;0;1;0.44;0.03;0.0;0;2;0.19;0.03;0.0;0;2;0.18
Lučištník_vs_Lovec;3.posileni_barbar_lovec;hora;lovec;5.26;5.0;3.0;10.0;1.37;38.0;1.7;0.0;0;18;2.89;0.98;0.0;0;9;1.92;0.27;0.0;0;1;0.44;0.23;0.0;0;1;0.42;0.05;0.0;0;2;0.21;0.13;0.0;0;2;0.35
Lučištník_vs_Lovec;3.posileni_barbar_lovec;hora;lucisnik;5.5;5.5;5.0;6.0;0.53;8.0;1.14;0.0;0;11;2.22;1.08;0.0;0;9;2.18;0.19;0.0;0;1;0.39;0.23;0.0;0;1;0.42;0.03;0.0;0;2;0.18;0.03;0.0;0;2;0.17
Lučištník_vs_Lovec;3.posileni_barbar_lovec;rovina;lovec;4.2;4.0;3.0;6.0;0.77;15.0;2.32;0.0;0;16;3.32;1.26;0.0;0;9;2.1;0.32;0.0;0;1;0.47;0.23;0.0;0;1;0.42;0.06;0.0;0;2;0.23;0.12;0.0;0;2;0.34
Lučištník_vs_Lovec;3.posileni_barbar_lovec;rovina;lucisnik;;;;;;;1.28;0.0;0;11;2.3;1.29;0.0;0;9;2.35;0.14;0.0;0;1;0.34;0.26;0.0;0;1;0.44;0.03;0.0;0;2;0.19;0.03;0.0;0;2;0.18
Lučištník_vs_Lovec;4.rytir_barbar;hora;lovec;;;;;;;1.7;0.0;0;18;2.89;0.98;0.0;0;9;1.92;0.27;0.0;0;1;0.44;0.23;0.0;0;1;0.42;0.05;0.0;0;2;0.21;0.13;0.0;0;2;0.35
Lučištník_vs_Lovec;4.rytir_barbar;hora;lucisnik;;;;;;;1.14;0.0;0;11;2.22;1.08;0.0;0;9;2.18;0.19;0.0;0;1;0.39;0.23;0.0;0;1;0.42;0.03;0.0;0;2;0.18;0.03;0.0;0;2;0.17
Lučištník_vs_Lovec;4.rytir_barbar;rovina;lovec;;;;;;;2.32;0.0;0;16;3.32;1.26;0.0;0;9;2.1;0.32;0.0;0;1;0.47;0.23;0.0;0;1;0.42;0.06;0.0;0;2;0.23;0.12;0.0;0;2;0.34
Lučištník_vs_Lovec;4.rytir_barbar;rovina;lucisnik;;;;;;;1.28;0.0;0;11;2.3;1.29;0.0;0;9;2.35;0.14;0.0;0;1;0.34;0.26;0.0;0;1;0.44;0.03;0.0;0;2;0.19;0.03;0.0;0;2;0.18
Lučištník_vs_Lovec;5.;hora;lovec;5.83;6.0;3.0;8.0;1.34;12.0;1.67;0.0;0;18;2.89;1.04;0.0;0;9;1.98;0.26;0.0;0;1;0.44;0.22;0.0;0;1;0.41;0.04;0.0;0;2;0.21;0.1;0.0;0;2;0.31
